file,speaker,turn_id,turn_start,turn_end,turn_duration_s,n_ips,n_vowels,speech_time_s,pause_time_s,n_pauses,mean_pause_s,speech_rate_vps,speaking_proportion,conf_median_ips
VAL_H1B_2021_004,SPEAKER_01,19,757.3196,758.8496,1.53,1,9,1.53,0.0,0,0.0,5.882,1.0,
VAL_H1B_2021_004,SPEAKER_00,20,759.6626,783.3986,23.736,8,110,19.628,4.108,7,0.5869,4.634,0.827,0.8464
VAL_H1B_2021_004,SPEAKER_01,21,784.6586,786.0686,1.41,1,10,1.41,0.0,0,0.0,7.092,1.0,
VAL_H1B_2021_004,SPEAKER_00,22,786.9736,824.7146,37.741,11,136,25.445,12.296,10,1.2296,3.604,0.674,0.7319
VAL_H1B_2021_004,SPEAKER_01,23,826.9826,830.8526,3.87,2,8,3.02,0.85,1,0.85,2.067,0.78,
VAL_H1B_2021_004,SPEAKER_00,24,832.2696,848.3316,16.062,5,84,13.624,2.438,4,0.6095,5.23,0.848,0.7850
VAL_H1B_2021_004,SPEAKER_01,25,849.5786,853.1686,3.59,2,13,2.76,0.83,1,0.83,3.621,0.769,
VAL_H1B_2021_004,SPEAKER_00,26,854.6446,882.8656,28.221,8,87,19.625,8.596,7,1.228,3.083,0.695,0.8937
VAL_H1B_2021_004,SPEAKER_01,27,884.9486,891.4406,6.492,2,31,6.14,0.352,1,0.352,4.775,0.946,
VAL_H1B_2021_004,SPEAKER_00,28,891.5706,917.6866,26.116,8,119,22.096,4.02,7,0.5743,4.557,0.846,0.8032
VAL_H1B_2022_00101,SPEAKER_01,1,253.3702,281.9982,28.628,11,143,21.768,6.86,10,0.686,4.995,0.76,0.7053
VAL_H1B_2022_00101,SPEAKER_00,2,283.2712,283.7412,0.47,1,8,0.47,0.0,0,0.0,17.021,1.0,
VAL_H1B_2022_00101,SPEAKER_01,3,286.9922,303.1262,16.134,4,81,15.144,0.99,3,0.33,5.02,0.939,0.6899
VAL_H1B_2022_00101,SPEAKER_00,4,304.3362,305.6172,1.281,1,11,1.281,0.0,0,0.0,8.587,1.0,
VAL_H1B_2022_00101,SPEAKER_01,5,306.5572,320.4942,13.937,6,80,11.417,2.52,5,0.504,5.74,0.819,0.7310
VAL_H1B_2022_00101,SPEAKER_00,6,321.8442,325.0042,3.16,2,12,2.9,0.26,1,0.26,3.797,0.918,
VAL_H1B_2022_00101,SPEAKER_01,7,328.7392,348.0032,19.264,8,79,14.431,4.833,7,0.6904,4.101,0.749,0.8335
VAL_H1B_2022_00101,SPEAKER_00,8,348.6532,352.5732,3.92,2,22,3.64,0.28,1,0.28,5.612,0.929,
VAL_H1B_2022_00101,SPEAKER_01,9,355.4662,389.0812,33.615,10,137,24.093,9.522,9,1.058,4.076,0.717,0.7047
VAL_H1B_2022_00101,SPEAKER_00,10,389.6612,392.3512,2.69,1,23,2.69,0.0,0,0.0,8.55,1.0,
VAL_H1B_2022_00101,SPEAKER_01,11,395.3642,409.6242,14.26,6,73,11.771,2.489,5,0.4978,5.119,0.825,0.7668
VAL_H1B_2022_00101,SPEAKER_00,12,411.0812,422.2282,11.147,4,46,8.594,2.553,3,0.851,4.127,0.771,
VAL_H1B_2022_00101,SPEAKER_01,13,425.3492,430.1292,4.78,1,38,4.78,0.0,0,0.0,7.95,1.0,0.5267
VAL_H1B_2022_00101,SPEAKER_00,14,431.3202,435.6122,4.292,2,12,1.06,3.232,1,3.232,2.796,0.247,
VAL_H1B_2022_00101,SPEAKER_01,15,435.6322,486.2002,50.568,17,222,38.721,11.847,16,0.7404,4.39,0.766,0.8134
VAL_H1B_2022_0099,SPEAKER_01,1,705.826,707.786,1.96,1,18,1.96,0.0,0,0.0,9.184,1.0,
